text_a,text_b,label,source
SEAMLESS PIPE 6 IN SCH 40 ASTM A333 GRADE 6 SCH 80,DN150 SEAMLESS PIPE SCH 80 SCH 40 ASTM A333 GRADE 6,1.0,SYNTHETIC_MRO_CLUSTER
SEAMLESS PIPE 6 IN SCH 40 ASTM A333 GRADE 6 SCH 80,"SEAMLESS PIPE 6"" SCH 40 API 5L GRADE B SCH 80",0.0,SYNTHETIC_CRITICAL_CONFLICT
SEAMLESS PIPE 3 IN SCH 40 API 5L GRADE B SCH 160,"3"" SEAMLESS PIPE SCH 160 SCH 40 API 5L GRADE B",1.0,SYNTHETIC_MRO_CLUSTER
SEAMLESS PIPE 3 IN SCH 40 API 5L GRADE B SCH 160,"SEAMLESS PIPE 3"" SCH 80 API 5L GRADE B SCH 160",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 12"" CLASS 150 MONEL 400 WITH INNER & OUTER RING","SPIRAL WOUND GASKET WITH INNER & OUTER RING RATING: 150# SIZE: 12"" MAT: MONEL 400",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 12"" CLASS 150 MONEL 400 WITH INNER & OUTER RING","SPIRAL WOUND GASKET 12"" 150 LB SS 304 WINDINGS WITH INNER & OUTER RING",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 8"" 300 LB ASTM A350 LF2 RISING STEM","GATE VALVE RISING STEM RATING: 300# SIZE: 8"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 8"" 300 LB ASTM A350 LF2 RISING STEM","GATE VALVE 8"" CL 300 SS 316L RISING STEM",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 10"" 600# ASTM A350 LF2 RAISED FACE","WELD NECK FLANGE RAISED FACE RATING: 600# SIZE: 10"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 10"" 600# ASTM A350 LF2 RAISED FACE","WELD NECK FLANGE 10"" CL 600 ASTM A105 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 100 X DN 80 40 BAR BRONZE MULTI STAGE,"BRONZE CENTRIFUGAL PUMP, DN 100 X DN 80, 40 BAR, MULTI STAGE, STD: API 610",1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 100 X DN 80 40 BAR BRONZE MULTI STAGE,CENTRIFUGAL PUMP DN 100 X DN 80 25 BAR BRONZE MULTI STAGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 6"" 1500# ASTM A105 3-PIECE","6"" BALL VALVE 3-PIECE 1500# ASTM A105",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 6"" 1500# ASTM A105 3-PIECE",BALL VALVE 6IN 900# ASTM A105 3-PIECE,0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 150 X DN 100 40 BAR DUCTILE IRON DI MULTI STAGE,CENTRIFUGAL PUMP MULTI STAGE RATING: 40 BAR SIZE: DN 150 X DN 100 MAT: DUCTILE IRON DI,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 150 X DN 100 40 BAR DUCTILE IRON DI MULTI STAGE,CENTRIFUGAL PUMP DN 150 X DN 100 16 BAR DUCTILE IRON DI MULTI STAGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS","5/8"" X 3.5"" STUD BOLT WITH 2 HEAVY HEX NUTS CLASS 2A/2B ASTM A193 B8M WITH A194 8M",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS","STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A320 L7 WITH 2 HEAVY HEX NUTS",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 1/2"" 600# ASTM A105 REDUCED BORE","ASTM A105 BALL VALVE, 1/2"", 600LBS, REDUCED BORE, STD: ASME B16.34",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 1/2"" 600# ASTM A105 REDUCED BORE","BALL VALVE 1/2"" 1500# ASTM A105 REDUCED BORE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 8"" 1500# ASTM A182 F304L RING TYPE JOINT","WELD NECK FLANGE RING TYPE JOINT RATING: 1500# SIZE: 8"" MAT: ASTM A182 F304L",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 8"" 1500# ASTM A182 F304L RING TYPE JOINT","WELD NECK FLANGE 8"" 600# ASTM A182 F304L RING TYPE JOINT",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 1"" 600# ASTM A182 F316L RAISED FACE","ASTM A182 F316L BLIND FLANGE, 1"", 600 LB, RAISED FACE, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 1"" 600# ASTM A182 F316L RAISED FACE","BLIND FLANGE 1"" 600# ASTM A105 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
SEAMLESS PIPE 3IN SCH 160 ASTM A312 TP316L BEVELED ENDS,SEAMLESS PIPE BEVELED ENDS RATING: SCH 160 SIZE: 3 INCH MAT: ASTM A312 TP316L,1.0,SYNTHETIC_MRO_CLUSTER
SEAMLESS PIPE 3IN SCH 160 ASTM A312 TP316L BEVELED ENDS,SEAMLESS PIPE 3 IN SCH 40 ASTM A312 TP316L BEVELED ENDS,0.0,SYNTHETIC_CRITICAL_CONFLICT
GATE VALVE 4 INCH 1500# ASTM A217 WC6 FLEXIBLE WEDGE,GATE VALVE FLEXIBLE WEDGE RATING: 1500# SIZE: 4IN MAT: ASTM A217 WC6,1.0,SYNTHETIC_MRO_CLUSTER
GATE VALVE 4 INCH 1500# ASTM A217 WC6 FLEXIBLE WEDGE,"GATE VALVE 4"" 1500# ASTM A216 WCB FLEXIBLE WEDGE",0.0,SYNTHETIC_CRITICAL_CONFLICT
GATE VALVE 2 INCH 300 LB ASTM A217 WC6 FLEXIBLE WEDGE,"GATE VALVE FLEXIBLE WEDGE RATING: 300# SIZE: 2"" MAT: ASTM A217 WC6",1.0,SYNTHETIC_MRO_CLUSTER
GATE VALVE 2 INCH 300 LB ASTM A217 WC6 FLEXIBLE WEDGE,"GATE VALVE 2"" 600# ASTM A217 WC6 FLEXIBLE WEDGE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 1/2"" 150LBS MONEL 400 WITH INNER & OUTER RING","1/2"" SPIRAL WOUND GASKET WITH INNER & OUTER RING 150 LB MONEL 400",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 1/2"" 150LBS MONEL 400 WITH INNER & OUTER RING","SPIRAL WOUND GASKET 1/2"" 150# SS 304 WINDINGS WITH INNER & OUTER RING",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 1"" 150 LB ASTM A182 F316L RAISED FACE","1"" BLIND FLANGE RAISED FACE 150# ASTM A182 F316L",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 1"" 150 LB ASTM A182 F316L RAISED FACE","BLIND FLANGE 1"" CLASS 300 ASTM A182 F316L RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H FULLY THREADED","ASTM A193 GRADE B7 WITH A194 2H STUD BOLT, 5/8"" X 3.5"", CLASS 2A/2B, FULLY THREADED, STD: ASME B18.2.2",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H FULLY THREADED","STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 8"" SCH 160 API 5L GRADE B SCH 40","API 5L GRADE B SEAMLESS PIPE, 8"", SCH 160, SCH 40, STD: ASTM A53",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 8"" SCH 160 API 5L GRADE B SCH 40","SEAMLESS PIPE 8"" SCH 160 ASTM A106 GRADE B SCH 40",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 4"" 150LBS ASTM A350 LF2 RAISED FACE","ASTM A350 LF2 WELD NECK FLANGE, 4 INCH, 150#, RAISED FACE, STD: DIN 2633",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 4"" 150LBS ASTM A350 LF2 RAISED FACE",WELD NECK FLANGE 4IN 900# ASTM A350 LF2 RAISED FACE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 1"" 600# ASTM A350 LF2 SMOOTH FINISH","1"" BLIND FLANGE SMOOTH FINISH 600LBS ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 1"" 600# ASTM A350 LF2 SMOOTH FINISH","BLIND FLANGE 1"" 600# ASTM A105 SMOOTH FINISH",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 8"" CLASS 600 ASTM A350 LF2 RAISED FACE","BLIND FLANGE RAISED FACE RATING: CL 600 SIZE: 8"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 8"" CLASS 600 ASTM A350 LF2 RAISED FACE","BLIND FLANGE 8"" 300 LB ASTM A350 LF2 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 2"" 900# ASTM A350 LF2 NON RISING STEM","ASTM A350 LF2 GATE VALVE, 2 IN, 900#, NON RISING STEM, STD: BS 1414",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 2"" 900# ASTM A350 LF2 NON RISING STEM","GATE VALVE 2"" 900# SS 316L NON RISING STEM",0.0,SYNTHETIC_CRITICAL_CONFLICT
SPIRAL WOUND GASKET 6 INCH 300LBS SS 304 WINDINGS PTFE FILLER,"SS 304 WINDINGS SPIRAL WOUND GASKET, 6 INCH, 300#, PTFE FILLER, STD: ASME B16.20",1.0,SYNTHETIC_MRO_CLUSTER
SPIRAL WOUND GASKET 6 INCH 300LBS SS 304 WINDINGS PTFE FILLER,SPIRAL WOUND GASKET 6IN 150LBS SS 304 WINDINGS PTFE FILLER,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 1"" 900# ASTM A105 3-PIECE","1"" BALL VALVE 3-PIECE 900# ASTM A105",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 1"" 900# ASTM A105 3-PIECE","BALL VALVE 1"" 1500# ASTM A105 3-PIECE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 6"" CLASS 150 ASTM A105 SMOOTH FINISH",6 INCH BLIND FLANGE SMOOTH FINISH 150 LB ASTM A105,1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 6"" CLASS 150 ASTM A105 SMOOTH FINISH","BLIND FLANGE 6"" 300# ASTM A105 SMOOTH FINISH",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 80 X DN 50 40 BAR DUCTILE IRON DI MULTI STAGE,DN 80 X DN 50 CENTRIFUGAL PUMP MULTI STAGE 40 BAR DUCTILE IRON DI,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 80 X DN 50 40 BAR DUCTILE IRON DI MULTI STAGE,CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR DUCTILE IRON DI MULTI STAGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 6"" SCH STD API 5L GRADE B SCH 160","API 5L GRADE B SEAMLESS PIPE, 6 IN, SCH STD, SCH 160, STD: API 5L",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 6"" SCH STD API 5L GRADE B SCH 160",SEAMLESS PIPE 6IN SCH STD ASTM A106 GRADE B SCH 160,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 1"" CL 150 SS 304 WINDINGS PTFE FILLER","SS 304 WINDINGS SPIRAL WOUND GASKET, 1"", 150#, PTFE FILLER, STD: ASME B16.20",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 1"" CL 150 SS 304 WINDINGS PTFE FILLER","SPIRAL WOUND GASKET 1"" 600# SS 304 WINDINGS PTFE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 12"" 1500# SS 316L WEDGE TYPE","GATE VALVE WEDGE TYPE RATING: 1500# SIZE: 12"" MAT: SS 316L",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 12"" 1500# SS 316L WEDGE TYPE","GATE VALVE 12"" 1500# ASTM A216 WCB WEDGE TYPE",0.0,SYNTHETIC_CRITICAL_CONFLICT
BLIND FLANGE DN80 CLASS 150 ASTM A350 LF2 SMOOTH FINISH,"ASTM A350 LF2 BLIND FLANGE, 3"", 150#, SMOOTH FINISH, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
BLIND FLANGE DN80 CLASS 150 ASTM A350 LF2 SMOOTH FINISH,"BLIND FLANGE 3"" CLASS 300 ASTM A350 LF2 SMOOTH FINISH",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 50 X DN 32 40 BAR CAST IRON CI SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP SINGLE STAGE END SUCTION RATING: 40 BAR SIZE: DN 50 X DN 32 MAT: CAST IRON CI,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 50 X DN 32 40 BAR CAST IRON CI SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP DN 50 X DN 32 40 BAR SS 316 SINGLE STAGE END SUCTION,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 3"" SCH 160 ASTM A333 GRADE 6 SCH 80","3"" SEAMLESS PIPE SCH 80 SCH 160 ASTM A333 GRADE 6",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 3"" SCH 160 ASTM A333 GRADE 6 SCH 80",SEAMLESS PIPE 3IN SCH STD ASTM A333 GRADE 6 SCH 80,0.0,SYNTHETIC_CRITICAL_CONFLICT
SPIRAL WOUND GASKET DN50 600LBS SS 304 WINDINGS PTFE FILLER,"SPIRAL WOUND GASKET PTFE FILLER RATING: 600# SIZE: 2"" MAT: SS 304 WINDINGS",1.0,SYNTHETIC_MRO_CLUSTER
SPIRAL WOUND GASKET DN50 600LBS SS 304 WINDINGS PTFE FILLER,"SPIRAL WOUND GASKET 2"" 900# SS 304 WINDINGS PTFE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 12"" CL 600 SS 316L WEDGE TYPE","12"" GATE VALVE WEDGE TYPE CL 600 SS 316L",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 12"" CL 600 SS 316L WEDGE TYPE","GATE VALVE 12"" 300# SS 316L WEDGE TYPE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1"" X 6.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M FULLY THREADED","ASTM A193 B8M WITH A194 8M STUD BOLT, 1"" X 6.5"", CLASS 2A/2B, FULLY THREADED, STD: ASME B18.2.2",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1"" X 6.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M FULLY THREADED","STUD BOLT 1"" X 6.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H FULLY THREADED",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 150 X DN 100 25 BAR BRONZE MULTI STAGE,CENTRIFUGAL PUMP MULTI STAGE RATING: 25 BAR SIZE: DN 150 X DN 100 MAT: BRONZE,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 150 X DN 100 25 BAR BRONZE MULTI STAGE,CENTRIFUGAL PUMP DN 150 X DN 100 25 BAR DUCTILE IRON DI MULTI STAGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR STAINLESS STEEL 316 HORIZONTAL SPLIT CASE,CENTRIFUGAL PUMP HORIZONTAL SPLIT CASE RATING: 25 BAR SIZE: DN 80 X DN 50 MAT: STAINLESS STEEL 316,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR STAINLESS STEEL 316 HORIZONTAL SPLIT CASE,CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR BRONZE HORIZONTAL SPLIT CASE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS","ASTM A193 B8M WITH A194 8M STUD BOLT, 7/8"" X 5.5"", CLASS 2A/2B, WITH 2 HEAVY HEX NUTS, STD: ASME B18.2.1",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS","STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H WITH 2 HEAVY HEX NUTS",0.0,SYNTHETIC_CRITICAL_CONFLICT
WELD NECK FLANGE 3 IN CLASS 600 ASTM A182 F316L FLAT FACE,"WELD NECK FLANGE FLAT FACE RATING: 600# SIZE: 3"" MAT: ASTM A182 F316L",1.0,SYNTHETIC_MRO_CLUSTER
WELD NECK FLANGE 3 IN CLASS 600 ASTM A182 F316L FLAT FACE,WELD NECK FLANGE 3 IN 150# ASTM A182 F316L FLAT FACE,0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 100 X DN 80 25 BAR STAINLESS STEEL 316 HORIZONTAL SPLIT CASE,DN 100 X DN 80 CENTRIFUGAL PUMP HORIZONTAL SPLIT CASE 25 BAR SST 316,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 100 X DN 80 25 BAR STAINLESS STEEL 316 HORIZONTAL SPLIT CASE,CENTRIFUGAL PUMP DN 100 X DN 80 25 BAR BRONZE HORIZONTAL SPLIT CASE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 8"" 150# ASTM A216 WCB 2-PIECE","BALL VALVE 2-PIECE RATING: 150LBS SIZE: 8"" MAT: ASTM A216 WCB",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 8"" 150# ASTM A216 WCB 2-PIECE","BALL VALVE 8"" 150 LB ASTM A350 LF2 2-PIECE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 10"" 600# ASTM A182 F304L RING TYPE JOINT","ASTM A182 F304L WELD NECK FLANGE, 10"", 600 LB, RING TYPE JOINT, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 10"" 600# ASTM A182 F304L RING TYPE JOINT","WELD NECK FLANGE 10"" 1500# ASTM A182 F304L RING TYPE JOINT",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 1"" CLASS 300 SS 316L WINDINGS WITH CS OUTER RING WITH INNER & OUTER RING","1"" SPIRAL WOUND GASKET WITH INNER & OUTER RING 300# SS 316L WINDINGS WITH CS OUTER RING",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 1"" CLASS 300 SS 316L WINDINGS WITH CS OUTER RING WITH INNER & OUTER RING","SPIRAL WOUND GASKET 1"" CLASS 150 SS 316L WINDINGS WITH CS OUTER RING WITH INNER & OUTER RING",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 8"" 900# SS 316L WINDINGS WITH CS OUTER RING WITH CENTERING RING","SS 316L WINDINGS WITH CS OUTER RING SPIRAL WOUND GASKET, 8"", 900#, WITH CENTERING RING, STD: ASME B16.20",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 8"" 900# SS 316L WINDINGS WITH CS OUTER RING WITH CENTERING RING","SPIRAL WOUND GASKET 8"" 900# MONEL 400 WITH CENTERING RING",0.0,SYNTHETIC_CRITICAL_CONFLICT
SEAMLESS PIPE 2IN SCH 40 API 5L GRADE B PLAIN ENDS,SEAMLESS PIPE PLAIN ENDS RATING: SCH 40 SIZE: 2 IN MAT: API 5L GRADE B,1.0,SYNTHETIC_MRO_CLUSTER
SEAMLESS PIPE 2IN SCH 40 API 5L GRADE B PLAIN ENDS,SEAMLESS PIPE 2 INCH SCH STD API 5L GRADE B PLAIN ENDS,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H ZINC PLATED","ASTM A193 GRADE B7 WITH A194 2H STUD BOLT, 3/4"" X 4.5"", CLASS 2A/2B, ZINC PLATED, STD: ASME B18.2.1",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H ZINC PLATED","STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A320 L7 ZINC PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H CADMIUM PLATED","STUD BOLT CADMIUM PLATED RATING: CLASS 2A/2B SIZE: 1/2"" X 2.5"" MAT: ASTM A193 GRADE B7 WITH A194 2H",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H CADMIUM PLATED","STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 CADMIUM PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
GATE VALVE DN80 1500# SS 316L BOLTED BONNET,"GATE VALVE BOLTED BONNET RATING: 1500# SIZE: 3"" MAT: SS 316L",1.0,SYNTHETIC_MRO_CLUSTER
GATE VALVE DN80 1500# SS 316L BOLTED BONNET,"GATE VALVE 3"" 1500# ASTM A217 WC6 BOLTED BONNET",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 6"" SCH 40 ASTM A312 TP316L SCH 160","ASTM A312 TP316L SEAMLESS PIPE, 6 IN, SCH 40, SCH 160, STD: ASTM A53",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 6"" SCH 40 ASTM A312 TP316L SCH 160","SEAMLESS PIPE 6"" SCH 40 API 5L GRADE B SCH 160",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 2"" 600# ASTM A350 LF2 RTJ FACING","ASTM A350 LF2 BLIND FLANGE, 2"", 600#, RTJ FACING, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 2"" 600# ASTM A350 LF2 RTJ FACING",BLIND FLANGE 2IN 600# ASTM A105 RTJ FACING,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 10"" 900# MONEL 400 GRAPHITE FILLER","SPIRAL WOUND GASKET GRAPHITE FILLER RATING: 900# SIZE: 10"" MAT: MONEL 400",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 10"" 900# MONEL 400 GRAPHITE FILLER","SPIRAL WOUND GASKET 10"" 150# MONEL 400 GRAPHITE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 2"" 300# ASTM A350 LF2 RTJ FACING","BLIND FLANGE RTJ FACING RATING: CLASS 300 SIZE: 2"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 2"" 300# ASTM A350 LF2 RTJ FACING",BLIND FLANGE DN50 600# ASTM A350 LF2 RTJ FACING,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 1"" CLASS 150 MONEL 400 GRAPHITE FILLER","1"" SPIRAL WOUND GASKET GRAPHITE FILLER 150LBS MONEL 400",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 1"" CLASS 150 MONEL 400 GRAPHITE FILLER","SPIRAL WOUND GASKET 1"" 600# MONEL 400 GRAPHITE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED","1/2"" X 2.5"" STUD BOLT FULLY THREADED CLASS 2A/2B ASTM A320 L7",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED","STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H FULLY THREADED",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 8"" CLASS 600 ASTM A350 LF2 SMOOTH FINISH","BLIND FLANGE SMOOTH FINISH RATING: CL 600 SIZE: 8"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 8"" CLASS 600 ASTM A350 LF2 SMOOTH FINISH","BLIND FLANGE 8"" 150# ASTM A350 LF2 SMOOTH FINISH",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H ZINC PLATED","STUD BOLT ZINC PLATED RATING: CLASS 2A/2B SIZE: 5/8"" X 3.5"" MAT: ASTM A193 GRADE B7 WITH A194 2H",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H ZINC PLATED","STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A320 L7 ZINC PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
BLIND FLANGE 4 IN 600# ASTM A105 RAISED FACE,"ASTM A105 BLIND FLANGE, 4"", 600#, RAISED FACE, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
BLIND FLANGE 4 IN 600# ASTM A105 RAISED FACE,"BLIND FLANGE 4"" 300# ASTM A105 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 6"" SCH STD ASTM A333 GRADE 6 PLAIN ENDS","6"" SEAMLESS PIPE PLAIN ENDS SCH STD ASTM A333 GRADE 6",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 6"" SCH STD ASTM A333 GRADE 6 PLAIN ENDS","SEAMLESS PIPE 6"" SCH STD API 5L GRADE B PLAIN ENDS",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 1"" 300LBS ASTM A216 WCB TRUNNION MOUNTED","BALL VALVE TRUNNION MOUNTED RATING: CLASS 300 SIZE: 1"" MAT: ASTM A216 WCB",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 1"" 300LBS ASTM A216 WCB TRUNNION MOUNTED","BALL VALVE 1"" CLASS 300 SS 316 TRUNNION MOUNTED",0.0,SYNTHETIC_CRITICAL_CONFLICT
